ID,Vehicles
20170716131,82
20170716141,80
20170716151,79
20170716161,80
20170716171,82
20170716181,85
20170716191,87
20170716201,88
20170716211,87
20170716221,86
20170716231,83
20170717001,79
20170717011,75
20170717021,70
20170717031,66
20170717041,64
20170717051,63
20170717061,65
20170717071,68
20170717081,75
20170717091,83
20170717101,91
20170717111,97
20170717121,100
20170717131,100
20170717141,98
20170717151,97
20170717161,98
20170717171,100
20170717181,103
20170717191,104
20170717201,104
20170717211,103
20170717221,101
20170717231,98
20170718001,93
20170718011,88
20170718021,82
20170718031,78
20170718041,74
20170718051,73
20170718061,74
20170718071,76
20170718081,82
20170718091,89
20170718101,96
20170718111,102
20170718121,104
20170718131,103
20170718141,100
20170718151,99
20170718161,99
20170718171,101
20170718181,103
20170718191,104
20170718201,103
20170718211,102
20170718221,99
20170718231,96
20170719001,91
20170719011,86
20170719021,80
20170719031,75
20170719041,72
20170719051,71
20170719061,71
20170719071,74
20170719081,80
20170719091,87
20170719101,95
20170719111,100
20170719121,103
20170719131,102
20170719141,100
20170719151,98
20170719161,99
20170719171,100
20170719181,103
20170719191,104
20170719201,104
20170719211,102
20170719221,100
20170719231,97
20170720001,92
20170720011,87
20170720021,81
20170720031,76
20170720041,73
20170720051,72
20170720061,72
20170720071,75
20170720081,81
20170720091,88
20170720101,96
20170720111,101
20170720121,103
20170720131,102
20170720141,100
20170720151,98
20170720161,99
20170720171,100
20170720181,102
20170720191,103
20170720201,103
20170720211,102
20170720221,99
20170720231,96
20170721001,91
20170721011,85
20170721021,80
20170721031,75
20170721041,72
20170721051,70
20170721061,71
20170721071,73
20170721081,78
20170721091,86
20170721101,93
20170721111,98
20170721121,100
20170721131,99
20170721141,97
20170721151,95
20170721161,95
20170721171,96
20170721181,98
20170721191,99
20170721201,98
20170721211,96
20170721221,94
20170721231,90
20170722001,84
20170722011,78
20170722021,72
20170722031,67
20170722041,63
20170722051,61
20170722061,61
20170722071,63
20170722081,68
20170722091,75
20170722101,82
20170722111,87
20170722121,89
20170722131,87
20170722141,84
20170722151,82
20170722161,82
20170722171,83
20170722181,85
20170722191,85
20170722201,85
20170722211,83
20170722221,81
20170722231,77
20170723001,72
20170723011,66
20170723021,61
20170723031,56
20170723041,53
20170723051,51
20170723061,52
20170723071,55
20170723081,61
20170723091,68
20170723101,76
20170723111,83
20170723121,85
20170723131,85
20170723141,83
20170723151,82
20170723161,83
20170723171,86
20170723181,88
20170723191,90
20170723201,91
20170723211,90
20170723221,89
20170723231,86
20170724001,83
20170724011,78
20170724021,73
20170724031,69
20170724041,67
20170724051,67
20170724061,68
20170724071,72
20170724081,78
20170724091,86
20170724101,94
20170724111,101
20170724121,103
20170724131,103
20170724141,101
20170724151,100
20170724161,101
20170724171,103
20170724181,106
20170724191,107
20170724201,107
20170724211,106
20170724221,104
20170724231,101
20170725001,96
20170725011,91
20170725021,85
20170725031,81
20170725041,77
20170725051,76
20170725061,77
20170725071,79
20170725081,85
20170725091,92
20170725101,99
20170725111,105
20170725121,107
20170725131,106
20170725141,103
20170725151,102
20170725161,102
20170725171,104
20170725181,106
20170725191,107
20170725201,106
20170725211,105
20170725221,102
20170725231,99
20170726001,94
20170726011,89
20170726021,83
20170726031,78
20170726041,75
20170726051,74
20170726061,74
20170726071,77
20170726081,83
20170726091,90
20170726101,98
20170726111,103
20170726121,106
20170726131,105
20170726141,103
20170726151,101
20170726161,101
20170726171,103
20170726181,105
20170726191,107
20170726201,107
20170726211,105
20170726221,103
20170726231,100
20170727001,95
20170727011,89
20170727021,84
20170727031,79
20170727041,76
20170727051,75
20170727061,75
20170727071,78
20170727081,84
20170727091,91
20170727101,98
20170727111,104
20170727121,106
20170727131,105
20170727141,103
20170727151,101
20170727161,102
20170727171,103
20170727181,105
20170727191,106
20170727201,106
20170727211,105
20170727221,102
20170727231,99
20170728001,94
20170728011,88
20170728021,82
20170728031,78
20170728041,74
20170728051,73
20170728061,73
20170728071,76
20170728081,81
20170728091,88
20170728101,96
20170728111,101
20170728121,103
20170728131,102
20170728141,99
20170728151,98
20170728161,98
20170728171,99
20170728181,101
20170728191,101
20170728201,101
20170728211,99
20170728221,96
20170728231,92
20170729001,87
20170729011,81
20170729021,75
20170729031,70
20170729041,66
20170729051,64
20170729061,64
20170729071,66
20170729081,71
20170729091,78
20170729101,85
20170729111,90
20170729121,91
20170729131,90
20170729141,87
20170729151,85
20170729161,85
20170729171,86
20170729181,88
20170729191,88
20170729201,88
20170729211,86
20170729221,83
20170729231,80
20170730001,75
20170730011,69
20170730021,63
20170730031,58
20170730041,55
20170730051,54
20170730061,55
20170730071,58
20170730081,63
20170730091,71
20170730101,79
20170730111,85
20170730121,88
20170730131,87
20170730141,86
20170730151,85
20170730161,86
20170730171,88
20170730181,91
20170730191,93
20170730201,94
20170730211,93
20170730221,92
20170730231,89
20170731001,85
20170731011,81
20170731021,76
20170731031,72
20170731041,70
20170731051,69
20170731061,71
20170731071,74
20170731081,80
20170731091,88
20170731101,97
20170731111,103
20170731121,106
20170731131,106
20170731141,104
20170731151,103
20170731161,104
20170731171,106
20170731181,108
20170731191,110
20170731201,110
20170731211,109
20170731221,107
20170731231,104
20170801001,99
20170801011,93
20170801021,88
20170801031,83
20170801041,80
20170801051,79
20170801061,79
20170801071,82
20170801081,87
20170801091,94
20170801101,102
20170801111,107
20170801121,110
20170801131,108
20170801141,106
20170801151,104
20170801161,105
20170801171,106
20170801181,108
20170801191,109
20170801201,109
20170801211,107
20170801221,105
20170801231,102
20170802001,97
20170802011,91
20170802021,85
20170802031,81
20170802041,78
20170802051,76
20170802061,77
20170802071,80
20170802081,85
20170802091,92
20170802101,100
20170802111,106
20170802121,108
20170802131,107
20170802141,105
20170802151,104
20170802161,104
20170802171,106
20170802181,108
20170802191,109
20170802201,109
20170802211,108
20170802221,106
20170802231,102
20170803001,98
20170803011,92
20170803021,86
20170803031,82
20170803041,79
20170803051,77
20170803061,78
20170803071,81
20170803081,86
20170803091,93
20170803101,101
20170803111,106
20170803121,109
20170803131,108
20170803141,105
20170803151,104
20170803161,104
20170803171,106
20170803181,108
20170803191,109
20170803201,108
20170803211,107
20170803221,105
20170803231,101
20170804001,96
20170804011,91
20170804021,85
20170804031,80
20170804041,77
20170804051,75
20170804061,76
20170804071,78
20170804081,84
20170804091,91
20170804101,98
20170804111,104
20170804121,106
20170804131,104
20170804141,102
20170804151,100
20170804161,100
20170804171,101
20170804181,103
20170804191,104
20170804201,103
20170804211,101
20170804221,99
20170804231,95
20170805001,90
20170805011,83
20170805021,77
20170805031,72
20170805041,68
20170805051,66
20170805061,66
20170805071,69
20170805081,73
20170805091,80
20170805101,87
20170805111,92
20170805121,94
20170805131,92
20170805141,89
20170805151,87
20170805161,87
20170805171,88
20170805181,90
20170805191,91
20170805201,90
20170805211,88
20170805221,86
20170805231,82
20170806001,77
20170806011,71
20170806021,66
20170806031,61
20170806041,58
20170806051,56
20170806061,57
20170806071,60
20170806081,66
20170806091,73
20170806101,81
20170806111,88
20170806121,90
20170806131,90
20170806141,88
20170806151,87
20170806161,88
20170806171,91
20170806181,93
20170806191,95
20170806201,96
20170806211,95
20170806221,94
20170806231,91
20170807001,88
20170807011,83
20170807021,78
20170807031,74
20170807041,72
20170807051,71
20170807061,73
20170807071,77
20170807081,83
20170807091,91
20170807101,99
20170807111,105
20170807121,108
20170807131,108
20170807141,106
20170807151,105
20170807161,106
20170807171,108
20170807181,111
20170807191,112
20170807201,112
20170807211,111
20170807221,109
20170807231,106
20170808001,101
20170808011,96
20170808021,90
20170808031,85
20170808041,82
20170808051,81
20170808061,82
20170808071,84
20170808081,90
20170808091,97
20170808101,104
20170808111,110
20170808121,112
20170808131,111
20170808141,108
20170808151,107
20170808161,107
20170808171,109
20170808181,110
20170808191,111
20170808201,111
20170808211,110
20170808221,107
20170808231,104
20170809001,99
20170809011,93
20170809021,88
20170809031,83
20170809041,80
20170809051,78
20170809061,79
20170809071,82
20170809081,87
20170809091,95
20170809101,102
20170809111,108
20170809121,110
20170809131,110
20170809141,107
20170809151,106
20170809161,106
20170809171,108
20170809181,110
20170809191,111
20170809201,111
20170809211,110
20170809221,108
20170809231,104
20170810001,100
20170810011,94
20170810021,89
20170810031,84
20170810041,81
20170810051,79
20170810061,80
20170810071,83
20170810081,88
20170810091,96
20170810101,103
20170810111,109
20170810121,111
20170810131,110
20170810141,108
20170810151,106
20170810161,106
20170810171,108
20170810181,110
20170810191,111
20170810201,111
20170810211,109
20170810221,107
20170810231,103
20170811001,99
20170811011,93
20170811021,87
20170811031,82
20170811041,79
20170811051,78
20170811061,78
20170811071,81
20170811081,86
20170811091,93
20170811101,100
20170811111,106
20170811121,108
20170811131,107
20170811141,104
20170811151,102
20170811161,102
20170811171,104
20170811181,105
20170811191,106
20170811201,105
20170811211,104
20170811221,101
20170811231,97
20170812001,92
20170812011,86
20170812021,79
20170812031,74
20170812041,71
20170812051,69
20170812061,69
20170812071,71
20170812081,76
20170812091,82
20170812101,89
20170812111,94
20170812121,96
20170812131,94
20170812141,92
20170812151,89
20170812161,89
20170812171,91
20170812181,92
20170812191,93
20170812201,92
20170812211,91
20170812221,88
20170812231,84
20170813001,79
20170813011,74
20170813021,68
20170813031,63
20170813041,60
20170813051,59
20170813061,59
20170813071,62
20170813081,68
20170813091,76
20170813101,84
20170813111,90
20170813121,92
20170813131,92
20170813141,90
20170813151,89
20170813161,90
20170813171,93
20170813181,96
20170813191,97
20170813201,98
20170813211,98
20170813221,96
20170813231,94
20170814001,90
20170814011,85
20170814021,80
20170814031,76
20170814041,74
20170814051,74
20170814061,75
20170814071,79
20170814081,85
20170814091,93
20170814101,101
20170814111,108
20170814121,111
20170814131,110
20170814141,108
20170814151,107
20170814161,108
20170814171,110
20170814181,113
20170814191,114
20170814201,114
20170814211,113
20170814221,111
20170814231,108
20170815001,103
20170815011,98
20170815021,92
20170815031,88
20170815041,84
20170815051,83
20170815061,84
20170815071,86
20170815081,92
20170815091,99
20170815101,106
20170815111,112
20170815121,114
20170815131,113
20170815141,110
20170815151,109
20170815161,109
20170815171,111
20170815181,113
20170815191,114
20170815201,113
20170815211,112
20170815221,109
20170815231,106
20170816001,101
20170816011,96
20170816021,90
20170816031,85
20170816041,82
20170816051,81
20170816061,81
20170816071,84
20170816081,90
20170816091,97
20170816101,105
20170816111,110
20170816121,113
20170816131,112
20170816141,109
20170816151,108
20170816161,108
20170816171,110
20170816181,112
20170816191,114
20170816201,113
20170816211,112
20170816221,110
20170816231,107
20170817001,102
20170817011,96
20170817021,91
20170817031,86
20170817041,83
20170817051,82
20170817061,82
20170817071,85
20170817081,90
20170817091,98
20170817101,105
20170817111,111
20170817121,113
20170817131,112
20170817141,110
20170817151,108
20170817161,108
20170817171,110
20170817181,112
20170817191,113
20170817201,113
20170817211,111
20170817221,109
20170817231,106
20170818001,101
20170818011,95
20170818021,89
20170818031,84
20170818041,81
20170818051,80
20170818061,80
20170818071,83
20170818081,88
20170818091,95
20170818101,103
20170818111,108
20170818121,110
20170818131,109
20170818141,106
20170818151,104
20170818161,104
20170818171,106
20170818181,107
20170818191,108
20170818201,108
20170818211,106
20170818221,103
20170818231,99
20170819001,94
20170819011,88
20170819021,82
20170819031,76
20170819041,73
20170819051,71
20170819061,71
20170819071,73
20170819081,78
20170819091,84
20170819101,91
20170819111,97
20170819121,98
20170819131,97
20170819141,94
20170819151,92
20170819161,91
20170819171,93
20170819181,94
20170819191,95
20170819201,94
20170819211,93
20170819221,90
20170819231,86
20170820001,82
20170820011,76
20170820021,70
20170820031,65
20170820041,62
20170820051,61
20170820061,62
20170820071,65
20170820081,70
20170820091,78
20170820101,86
20170820111,92
20170820121,95
20170820131,94
20170820141,92
20170820151,92
20170820161,93
20170820171,95
20170820181,98
20170820191,100
20170820201,100
20170820211,100
20170820221,98
20170820231,96
20170821001,92
20170821011,87
20170821021,82
20170821031,79
20170821041,76
20170821051,76
20170821061,77
20170821071,81
20170821081,87
20170821091,95
20170821101,104
20170821111,110
20170821121,113
20170821131,112
20170821141,111
20170821151,110
20170821161,110
20170821171,113
20170821181,115
20170821191,117
20170821201,117
20170821211,116
20170821221,114
20170821231,110
20170822001,106
20170822011,100
20170822021,95
20170822031,90
20170822041,87
20170822051,85
20170822061,86
20170822071,89
20170822081,94
20170822091,101
20170822101,109
20170822111,114
20170822121,116
20170822131,115
20170822141,113
20170822151,111
20170822161,111
20170822171,113
20170822181,115
20170822191,116
20170822201,116
20170822211,114
20170822221,112
20170822231,108
20170823001,104
20170823011,98
20170823021,92
20170823031,87
20170823041,84
20170823051,83
20170823061,84
20170823071,86
20170823081,92
20170823091,99
20170823101,107
20170823111,113
20170823121,115
20170823131,114
20170823141,112
20170823151,110
20170823161,111
20170823171,113
20170823181,115
20170823191,116
20170823201,116
20170823211,115
20170823221,112
20170823231,109
20170824001,104
20170824011,99
20170824021,93
20170824031,88
20170824041,85
20170824051,84
20170824061,85
20170824071,87
20170824081,93
20170824091,100
20170824101,108
20170824111,113
20170824121,116
20170824131,115
20170824141,112
20170824151,111
20170824161,111
20170824171,113
20170824181,115
20170824191,116
20170824201,115
20170824211,114
20170824221,112
20170824231,108
20170825001,103
20170825011,98
20170825021,92
20170825031,87
20170825041,84
20170825051,82
20170825061,83
20170825071,85
20170825081,91
20170825091,98
20170825101,105
20170825111,111
20170825121,113
20170825131,111
20170825141,109
20170825151,107
20170825161,107
20170825171,108
20170825181,110
20170825191,111
20170825201,110
20170825211,108
20170825221,106
20170825231,102
20170826001,97
20170826011,91
20170826021,84
20170826031,79
20170826041,75
20170826051,73
20170826061,73
20170826071,76
20170826081,80
20170826091,87
20170826101,94
20170826111,99
20170826121,101
20170826131,99
20170826141,96
20170826151,94
20170826161,94
20170826171,96
20170826181,97
20170826191,98
20170826201,97
20170826211,95
20170826221,93
20170826231,89
20170827001,84
20170827011,79
20170827021,73
20170827031,68
20170827041,65
20170827051,64
20170827061,64
20170827071,67
20170827081,73
20170827091,81
20170827101,89
20170827111,95
20170827121,98
20170827131,97
20170827141,95
20170827151,94
20170827161,95
20170827171,98
20170827181,101
20170827191,103
20170827201,103
20170827211,103
20170827221,101
20170827231,99
20170828001,95
20170828011,90
20170828021,85
20170828031,82
20170828041,79
20170828051,79
20170828061,80
20170828071,84
20170828081,90
20170828091,98
20170828101,107
20170828111,113
20170828121,116
20170828131,116
20170828141,114
20170828151,113
20170828161,114
20170828171,116
20170828181,118
20170828191,120
20170828201,120
20170828211,119
20170828221,117
20170828231,113
20170829001,109
20170829011,103
20170829021,98
20170829031,93
20170829041,90
20170829051,89
20170829061,89
20170829071,92
20170829081,97
20170829091,104
20170829101,112
20170829111,118
20170829121,120
20170829131,119
20170829141,116
20170829151,114
20170829161,115
20170829171,116
20170829181,118
20170829191,119
20170829201,119
20170829211,117
20170829221,115
20170829231,112
20170830001,107
20170830011,101
20170830021,96
20170830031,91
20170830041,88
20170830051,86
20170830061,87
20170830071,90
20170830081,95
20170830091,103
20170830101,110
20170830111,116
20170830121,118
20170830131,118
20170830141,115
20170830151,114
20170830161,114
20170830171,116
20170830181,118
20170830191,120
20170830201,119
20170830211,118
20170830221,116
20170830231,113
20170831001,108
20170831011,102
20170831021,97
20170831031,92
20170831041,89
20170831051,88
20170831061,88
20170831071,91
20170831081,97
20170831091,104
20170831101,111
20170831111,117
20170831121,119
20170831131,118
20170831141,116
20170831151,114
20170831161,115
20170831171,116
20170831181,118
20170831191,119
20170831201,119
20170831211,118
20170831221,115
20170831231,112
20170901001,107
20170901011,101
20170901021,96
20170901031,91
20170901041,88
20170901051,86
20170901061,87
20170901071,89
20170901081,95
20170901091,102
20170901101,109
20170901111,115
20170901121,117
20170901131,115
20170901141,113
20170901151,111
20170901161,111
20170901171,112
20170901181,114
20170901191,115
20170901201,114
20170901211,113
20170901221,110
20170901231,106
20170902001,101
20170902011,95
20170902021,88
20170902031,83
20170902041,79
20170902051,78
20170902061,78
20170902071,80
20170902081,85
20170902091,91
20170902101,98
20170902111,103
20170902121,105
20170902131,104
20170902141,101
20170902151,99
20170902161,98
20170902171,100
20170902181,101
20170902191,102
20170902201,101
20170902211,100
20170902221,97
20170902231,93
20170903001,89
20170903011,83
20170903021,77
20170903031,72
20170903041,69
20170903051,68
20170903061,69
20170903071,72
20170903081,77
20170903091,85
20170903101,93
20170903111,99
20170903121,102
20170903131,102
20170903141,100
20170903151,99
20170903161,100
20170903171,102
20170903181,105
20170903191,107
20170903201,108
20170903211,107
20170903221,106
20170903231,103
20170904001,99
20170904011,95
20170904021,90
20170904031,86
20170904041,84
20170904051,83
20170904061,85
20170904071,89
20170904081,95
20170904091,103
20170904101,111
20170904111,118
20170904121,120
20170904131,120
20170904141,118
20170904151,117
20170904161,118
20170904171,120
20170904181,123
20170904191,124
20170904201,124
20170904211,123
20170904221,121
20170904231,118
20170905001,114
20170905011,108
20170905021,102
20170905031,98
20170905041,95
20170905051,93
20170905061,94
20170905071,97
20170905081,102
20170905091,109
20170905101,117
20170905111,122
20170905121,124
20170905131,123
20170905141,121
20170905151,119
20170905161,119
20170905171,121
20170905181,123
20170905191,124
20170905201,124
20170905211,122
20170905221,120
20170905231,117
20170906001,112
20170906011,106
20170906021,100
20170906031,96
20170906041,93
20170906051,91
20170906061,92
20170906071,95
20170906081,100
20170906091,108
20170906101,115
20170906111,121
20170906121,123
20170906131,123
20170906141,120
20170906151,119
20170906161,119
20170906171,121
20170906181,123
20170906191,125
20170906201,124
20170906211,123
20170906221,121
20170906231,118
20170907001,113
20170907011,107
20170907021,102
20170907031,97
20170907041,94
20170907051,93
20170907061,93
20170907071,96
20170907081,102
20170907091,109
20170907101,117
20170907111,122
20170907121,124
20170907131,123
20170907141,121
20170907151,120
20170907161,120
20170907171,122
20170907181,124
20170907191,125
20170907201,124
20170907211,123
20170907221,121
20170907231,117
20170908001,112
20170908011,107
20170908021,101
20170908031,96
20170908041,93
20170908051,91
20170908061,92
20170908071,95
20170908081,100
20170908091,107
20170908101,114
20170908111,120
20170908121,122
20170908131,121
20170908141,118
20170908151,116
20170908161,116
20170908171,118
20170908181,120
20170908191,120
20170908201,120
20170908211,118
20170908221,115
20170908231,111
20170909001,106
20170909011,100
20170909021,94
20170909031,89
20170909041,85
20170909051,83
20170909061,83
20170909071,85
20170909081,90
20170909091,97
20170909101,104
20170909111,109
20170909121,111
20170909131,109
20170909141,106
20170909151,104
20170909161,104
20170909171,105
20170909181,107
20170909191,107
20170909201,107
20170909211,105
20170909221,103
20170909231,99
20170910001,94
20170910011,88
20170910021,83
20170910031,78
20170910041,75
20170910051,74
20170910061,74
20170910071,77
20170910081,83
20170910091,91
20170910101,99
20170910111,105
20170910121,108
20170910131,107
20170910141,105
20170910151,105
20170910161,106
20170910171,108
20170910181,111
20170910191,113
20170910201,113
20170910211,113
20170910221,112
20170910231,109
20170911001,105
20170911011,100
20170911021,96
20170911031,92
20170911041,90
20170911051,89
20170911061,91
20170911071,94
20170911081,100
20170911091,109
20170911101,117
20170911111,123
20170911121,126
20170911131,126
20170911141,124
20170911151,123
20170911161,124
20170911171,126
20170911181,129
20170911191,130
20170911201,130
20170911211,129
20170911221,127
20170911231,124
20170912001,119
20170912011,114
20170912021,108
20170912031,104
20170912041,100
20170912051,99
20170912061,100
20170912071,102
20170912081,108
20170912091,115
20170912101,123
20170912111,128
20170912121,130
20170912131,129
20170912141,127
20170912151,125
20170912161,125
20170912171,127
20170912181,129
20170912191,130
20170912201,129
20170912211,128
20170912221,126
20170912231,122
20170913001,118
20170913011,112
20170913021,106
20170913031,102
20170913041,98
20170913051,97
20170913061,98
20170913071,101
20170913081,106
20170913091,113
20170913101,121
20170913111,127
20170913121,129
20170913131,128
20170913141,126
20170913151,125
20170913161,125
20170913171,127
20170913181,129
20170913191,130
20170913201,130
20170913211,129
20170913221,127
20170913231,123
20170914001,119
20170914011,113
20170914021,108
20170914031,103
20170914041,100
20170914051,99
20170914061,99
20170914071,102
20170914081,107
20170914091,115
20170914101,122
20170914111,128
20170914121,130
20170914131,129
20170914141,127
20170914151,125
20170914161,126
20170914171,127
20170914181,129
20170914191,130
20170914201,130
20170914211,129
20170914221,126
20170914231,123
20170915001,118
20170915011,112
20170915021,107
20170915031,102
20170915041,99
20170915051,97
20170915061,98
20170915071,100
20170915081,106
20170915091,113
20170915101,120
20170915111,126
20170915121,128
20170915131,126
20170915141,124
20170915151,122
20170915161,122
20170915171,123
20170915181,125
20170915191,126
20170915201,125
20170915211,124
20170915221,121
20170915231,117
20170916001,112
20170916011,106
20170916021,99
20170916031,94
20170916041,90
20170916051,89
20170916061,89
20170916071,91
20170916081,96
20170916091,102
20170916101,109
20170916111,114
20170916121,116
20170916131,115
20170916141,112
20170916151,110
20170916161,109
20170916171,111
20170916181,112
20170916191,113
20170916201,112
20170916211,111
20170916221,108
20170916231,105
20170917001,100
20170917011,94
20170917021,88
20170917031,83
20170917041,80
20170917051,79
20170917061,80
20170917071,83
20170917081,88
20170917091,96
20170917101,104
20170917111,110
20170917121,113
20170917131,113
20170917141,111
20170917151,110
20170917161,111
20170917171,113
20170917181,116
20170917191,118
20170917201,119
20170917211,118
20170917221,117
20170917231,114
20170918001,110
20170918011,106
20170918021,101
20170918031,97
20170918041,95
20170918051,94
20170918061,96
20170918071,99
20170918081,106
20170918091,114
20170918101,122
20170918111,128
20170918121,131
20170918131,131
20170918141,129
20170918151,128
20170918161,129
20170918171,131
20170918181,134
20170918191,135
20170918201,135
20170918211,134
20170918221,132
20170918231,129
20170919001,124
20170919011,119
20170919021,113
20170919031,109
20170919041,106
20170919051,104
20170919061,105
20170919071,107
20170919081,113
20170919091,120
20170919101,128
20170919111,133
20170919121,135
20170919131,134
20170919141,132
20170919151,130
20170919161,130
20170919171,132
20170919181,134
20170919191,135
20170919201,134
20170919211,133
20170919221,131
20170919231,127
20170920001,122
20170920011,117
20170920021,111
20170920031,106
20170920041,103
20170920051,102
20170920061,103
20170920071,105
20170920081,111
20170920091,118
20170920101,126
20170920111,132
20170920121,134
20170920131,133
20170920141,131
20170920151,129
20170920161,130
20170920171,132
20170920181,134
20170920191,135
20170920201,135
20170920211,134
20170920221,131
20170920231,128
20170921001,123
20170921011,118
20170921021,112
20170921031,108
20170921041,104
20170921051,103
20170921061,104
20170921071,107
20170921081,112
20170921091,119
20170921101,127
20170921111,132
20170921121,135
20170921131,134
20170921141,131
20170921151,130
20170921161,130
20170921171,132
20170921181,134
20170921191,135
20170921201,134
20170921211,133
20170921221,131
20170921231,127
20170922001,122
20170922011,117
20170922021,111
20170922031,106
20170922041,103
